,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
28,Lonzo Ball,PG,20.0,LAL,52.0,50.0,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,6286560.0
29,JJ Barea,PG,33.0,DAL,69.0,10.0,23.2,4.4,10.0,0.439,1.7,4.5,0.3670000000000001,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,
30,Harrison Barnes,PF,25.0,DAL,77.0,77.0,34.2,7.0,15.7,0.445,1.5,4.3,0.35700000000000004,5.4,11.4,0.478,0.494,3.4,4.1,0.8270000000000001,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,23112004.0
31,Will Barton,SG,27.0,DEN,81.0,40.0,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,3533333.0
32,Nicolas Batum,SG,29.0,CHO,64.0,64.0,31.0,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,0.473,0.486,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6,22434783.0
33,Jerryd Bayless,SG,29.0,PHI,39.0,11.0,23.7,2.8,6.7,0.416,1.4,3.7,0.37,1.4,3.0,0.474,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,9000000.0
34,Aron Baynes,C,31.0,BOS,81.0,67.0,18.3,2.6,5.5,0.471,0.0,0.3,0.14300000000000002,2.6,5.2,0.487,0.474,0.7,1.0,0.7559999999999999,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,4300000.0
35,Kent Bazemore,SG,28.0,ATL,65.0,65.0,27.5,4.4,10.4,0.42,1.7,4.2,0.394,2.7,6.2,0.438,0.5,2.5,3.1,0.7959999999999999,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,16910112.0
36,Bradley Beal,SG,24.0,WAS,82.0,82.0,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,0.507,0.527,3.6,4.5,0.7909999999999999,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,23775506.0
37,Malik Beasley,SG,21.0,DEN,62.0,0.0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,1700640.0
38,Michael Beasley,PF,29.0,NYK,74.0,30.0,22.3,5.5,10.9,0.507,0.5,1.2,0.395,5.1,9.7,0.52,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2,2116955.0
39,Marco Belinelli,SG,31.0,TOT,80.0,2.0,24.3,4.2,9.6,0.441,1.9,4.9,0.377,2.4,4.6,0.509,0.539,1.9,2.0,0.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,7082277.0
40,Jordan Bell,C,23.0,GSW,57.0,13.0,14.2,2.0,3.2,0.627,0.0,0.1,0.0,2.0,3.2,0.6409999999999999,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6,815615.0
41,DeAndre Bembry,SF,23.0,ATL,26.0,3.0,17.5,2.0,4.9,0.414,0.4,1.2,0.3670000000000001,1.6,3.8,0.429,0.457,0.7,1.3,0.5760000000000001,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,1567200.0
42,Dragan Bender,PF,20.0,PHO,82.0,37.0,25.2,2.3,5.9,0.386,1.4,3.9,0.366,0.8,2.0,0.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,6.5,4468800.0
43,Davis Bertans,PF,25.0,SAS,77.0,10.0,14.1,2.1,4.8,0.44,1.2,3.3,0.373,0.9,1.5,0.588,0.568,0.5,0.6,0.816,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,5.9,1312611.0
44,Patrick Beverley,SG,29.0,LAC,11.0,11.0,30.4,4.4,10.8,0.403,2.2,5.5,0.4,2.2,5.4,0.407,0.504,1.3,1.5,0.8240000000000001,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,5513514.0
45,Khem Birch,C,25.0,ORL,42.0,0.0,13.8,1.6,3.0,0.54,0.0,0.0,,1.6,3.0,0.54,0.54,1.0,1.5,0.6890000000000001,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,815615.0
46,Jabari Bird,SG,23.0,BOS,13.0,1.0,8.8,1.2,2.0,0.5770000000000001,0.2,0.5,0.429,0.9,1.5,0.632,0.635,0.5,1.0,0.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0,77250.0
47,Bismack Biyombo,C,25.0,ORL,82.0,25.0,18.2,2.2,4.3,0.52,0.0,0.0,0.0,2.2,4.3,0.521,0.52,1.2,1.9,0.65,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7,17000000.0
48,Nemanja Bjelica,PF,29.0,MIN,67.0,21.0,20.5,2.6,5.5,0.461,1.1,2.7,0.415,1.4,2.8,0.505,0.563,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,3950000.0
49,Tarik Black,C,26.0,HOU,51.0,2.0,10.5,1.5,2.5,0.591,0.0,0.2,0.091,1.5,2.3,0.638,0.594,0.6,1.2,0.46,1.2,2.0,3.2,0.3,0.4,0.6,0.7,2.1,3.5,3290000.0
50,Antonio Blakeney,SG,21.0,CHI,19.0,0.0,16.5,2.8,7.5,0.371,0.8,2.7,0.28800000000000003,2.0,4.8,0.418,0.423,1.6,2.1,0.769,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,7.9,77250.0
51,Eric Bledsoe,PG,28.0,TOT,74.0,74.0,31.4,6.3,13.4,0.473,1.7,4.9,0.34700000000000003,4.6,8.5,0.545,0.536,3.4,4.3,0.795,0.7,3.1,3.8,5.0,2.0,0.6,2.9,2.5,17.7,14500000.0
52,Vander Blue,SG,25.0,LAL,5.0,0.0,9.0,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,0.333,0.2,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.4,0.6,77250.0
53,Bogdan Bogdanovic,SG,25.0,SAC,78.0,53.0,27.9,4.4,9.9,0.446,1.7,4.2,0.392,2.8,5.7,0.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,9470614.0
54,Bojan Bogdanovic,SF,28.0,IND,80.0,80.0,30.8,5.1,10.7,0.474,1.9,4.8,0.402,3.1,5.8,0.534,0.565,2.2,2.6,0.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,14.3,10500000.0
55,Andrew Bogut,C,33.0,LAL,24.0,5.0,9.0,0.7,1.0,0.68,0.0,0.0,,0.7,1.0,0.68,0.68,0.1,0.1,1.0,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5,1078810.0
56,Joel Bolomboy,PF,24.0,MIL,6.0,0.0,6.3,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,0.6,0.5,0.5,1.0,0.5,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,1.5,708200.0
57,Devin Booker,SG,21.0,PHO,54.0,54.0,34.5,8.4,19.5,0.4320000000000001,2.7,7.1,0.383,5.7,12.4,0.46,0.501,5.4,6.1,0.878,0.5,4.0,4.5,4.7,0.9,0.3,3.6,3.1,24.9,2319360.0
58,Trevor Booker,PF,30.0,TOT,68.0,7.0,17.0,2.6,5.0,0.516,0.1,0.5,0.242,2.5,4.6,0.545,0.528,1.0,1.4,0.71,1.7,3.0,4.7,1.2,0.4,0.3,0.9,1.8,6.3,9571137.0
59,Chris Boucher,PF,25.0,GSW,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77250.0
60,Avery Bradley,SG,27.0,TOT,46.0,46.0,31.2,5.6,13.6,0.414,1.6,4.4,0.369,4.0,9.2,0.436,0.474,1.4,1.8,0.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,8808989.0
61,Tony Bradley,C,20.0,UTA,9.0,0.0,3.2,0.3,1.2,0.273,0.0,0.1,0.0,0.3,1.1,0.3,0.273,0.2,0.2,1.0,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,0.9,1414920.0
62,Corey Brewer,SF-SG,31.0,TOT,72.0,18.0,16.8,2.0,4.4,0.449,0.4,1.5,0.282,1.5,2.9,0.539,0.498,0.9,1.3,0.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,8105615.0
63,Malcolm Brogdon,PG,25.0,MIL,48.0,20.0,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,1312611.0
64,Aaron Brooks,PG,33.0,MIN,32.0,1.0,5.9,0.9,2.2,0.406,0.3,1.0,0.355,0.5,1.2,0.447,0.486,0.3,0.3,0.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3,2116955.0
65,Dillon Brooks,SF,22.0,MEM,82.0,74.0,28.7,4.1,9.4,0.44,1.1,3.2,0.35600000000000004,3.0,6.2,0.484,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,815615.0
66,MarShon Brooks,SG,29.0,MEM,7.0,1.0,27.6,7.3,14.6,0.5,2.7,4.6,0.594,4.6,10.0,0.457,0.593,2.9,3.3,0.87,1.1,1.9,3.0,3.6,1.6,0.4,2.3,0.9,20.1,86118.0
67,Anthony Brown,SF,25.0,MIN,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,77250.0
68,Bobby Brown,PG,33.0,HOU,20.0,0.0,5.8,1.0,2.9,0.328,0.6,2.0,0.275,0.4,0.9,0.444,0.422,0.1,0.1,0.5,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5,1231500.0
69,Jaylen Brown,SG,21.0,BOS,70.0,70.0,30.7,5.3,11.5,0.465,1.7,4.4,0.395,3.6,7.1,0.507,0.54,2.1,3.3,0.644,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6,14.5,4956480.0
70,Lorenzo Brown,PG,27.0,TOR,14.0,0.0,9.9,1.0,2.4,0.412,0.1,0.9,0.16699999999999998,0.9,1.6,0.545,0.441,0.1,0.1,1.0,0.1,1.0,1.1,0.9,0.4,0.0,0.2,0.5,2.3,77250.0
71,Markel Brown,SG,26.0,HOU,4.0,0.0,7.8,0.5,1.8,0.28600000000000003,0.3,1.3,0.2,0.3,0.5,0.5,0.35700000000000004,0.0,0.0,,0.3,1.0,1.3,0.5,0.0,0.0,0.5,1.5,1.3,77250.0
72,Sterling Brown,SG,22.0,MIL,54.0,4.0,14.4,1.5,3.8,0.4,0.6,1.7,0.35200000000000004,0.9,2.1,0.439,0.478,0.4,0.4,0.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4.0,815615.0
73,Nicolas Brussino,SF,24.0,ATL,4.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,393041.0
74,Thomas Bryant,C,20.0,LAL,15.0,0.0,4.8,0.5,1.4,0.381,0.1,0.7,0.1,0.5,0.7,0.636,0.405,0.3,0.6,0.556,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,1.5,815615.0
75,Reggie Bullock,SF,26.0,DET,62.0,52.0,27.9,4.3,8.8,0.489,2.0,4.5,0.445,2.3,4.3,0.536,0.603,0.6,0.8,0.7959999999999999,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,11.3,2500000.0
76,Trey Burke,PG,25.0,NYK,36.0,9.0,21.8,5.4,10.7,0.503,1.1,2.9,0.362,4.3,7.8,0.556,0.552,1.0,1.6,0.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,12.8,784160.0
77,Alec Burks,SG,26.0,UTA,64.0,1.0,16.5,2.7,6.5,0.411,0.7,2.2,0.331,1.9,4.3,0.452,0.467,1.7,1.9,0.863,0.3,2.7,3.0,1.0,0.6,0.1,0.9,1.2,7.7,10845506.0
78,Jimmy Butler,SG,28.0,MIN,59.0,59.0,36.7,7.4,15.6,0.474,1.2,3.4,0.35,6.2,12.2,0.509,0.512,6.2,7.2,0.8540000000000001,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2,18696918.0
79,Dwight Buycks,PG,28.0,DET,29.0,0.0,14.7,2.8,6.8,0.414,0.5,1.6,0.333,2.3,5.3,0.438,0.452,1.2,1.4,0.878,0.4,1.0,1.4,2.0,0.7,0.1,1.3,1.3,7.4,748160.0
80,Bruno Caboclo,SF,22.0,TOT,12.0,0.0,8.9,0.8,2.6,0.29,0.3,1.4,0.17600000000000002,0.5,1.2,0.429,0.339,0.4,0.5,0.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2.2,2451224.0
81,Jose Calderon,PG,36.0,CLE,57.0,32.0,16.0,1.6,3.2,0.503,0.8,1.7,0.464,0.8,1.5,0.545,0.624,0.4,0.5,0.8,0.2,1.2,1.5,2.1,0.5,0.0,0.7,1.4,4.5,2328652.0
82,Kentavious CaldwellPope,SG,24.0,LAL,74.0,74.0,33.2,4.6,10.8,0.426,2.1,5.6,0.383,2.4,5.2,0.473,0.526,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2.0,13.4,
83,Isaiah Canaan,PG-SG,26.0,TOT,20.0,1.0,21.1,2.6,6.9,0.38,1.1,3.3,0.333,1.5,3.6,0.423,0.46,2.3,2.6,0.902,0.3,2.0,2.3,3.8,0.8,0.1,1.5,1.8,8.6,1113863.0
84,Clint Capela,C,23.0,HOU,74.0,74.0,27.5,6.0,9.1,0.652,0.0,0.0,0.0,6.0,9.1,0.653,0.652,1.9,3.5,0.56,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,13.9,2334528.0
85,DeMarre Carroll,PF,31.0,BRK,73.0,73.0,29.9,4.5,10.8,0.414,2.0,5.4,0.371,2.5,5.4,0.457,0.506,2.6,3.4,0.764,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,13.5,14800000.0
86,Vince Carter,SF,41.0,SAC,58.0,5.0,17.7,2.0,4.9,0.403,1.0,2.8,0.345,1.0,2.0,0.483,0.504,0.5,0.6,0.757,0.3,2.2,2.6,1.2,0.7,0.4,0.6,1.7,5.4,8000000.0
87,Michael CarterWilliams,PG,26.0,CHO,52.0,2.0,16.1,1.5,4.4,0.332,0.3,1.1,0.237,1.2,3.3,0.365,0.362,1.4,1.7,0.82,0.7,1.9,2.7,2.2,0.8,0.4,1.0,1.9,4.6,
88,Alex Caruso,PG,23.0,LAL,37.0,7.0,15.2,1.4,3.1,0.431,0.4,1.2,0.302,1.0,2.0,0.507,0.487,0.6,0.8,0.7,0.4,1.4,1.8,2.0,0.6,0.3,1.1,1.4,3.6,77250.0
89,Omri Casspi,SF,29.0,GSW,53.0,7.0,14.0,2.3,3.9,0.58,0.2,0.4,0.455,2.1,3.5,0.595,0.604,0.9,1.3,0.725,0.6,3.2,3.8,1.0,0.3,0.4,0.7,1.3,5.7,2106470.0
90,Willie CauleyStein,C,24.0,SAC,73.0,58.0,28.0,5.3,10.6,0.502,0.0,0.2,0.25,5.3,10.4,0.506,0.504,2.1,3.4,0.619,1.8,5.2,7.0,2.4,1.1,0.9,1.5,2.5,12.8,
91,Tyler Cavanaugh,PF,23.0,ATL,39.0,1.0,13.3,1.7,3.9,0.441,0.8,2.3,0.36,0.9,1.6,0.556,0.546,0.4,0.5,0.81,1.2,2.1,3.3,0.7,0.2,0.1,0.4,1.6,4.7,77250.0
92,Mario Chalmers,PG,31.0,MEM,66.0,10.0,21.5,2.5,6.7,0.379,0.8,2.9,0.277,1.7,3.8,0.456,0.439,1.8,2.1,0.855,0.2,2.2,2.4,3.0,1.2,0.2,1.8,2.7,7.7,2106407.0
93,Tyson Chandler,C,35.0,PHO,46.0,46.0,25.0,2.6,4.1,0.647,0.0,0.0,,2.6,4.1,0.647,0.647,1.3,2.0,0.624,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5,13000000.0
94,Wilson Chandler,SF,30.0,DEN,74.0,71.0,31.7,3.8,8.5,0.445,1.2,3.3,0.358,2.6,5.2,0.501,0.515,1.2,1.5,0.772,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,10.0,12016854.0
95,Marquese Chriss,PF,20.0,PHO,72.0,49.0,21.2,2.8,6.6,0.423,0.8,2.6,0.295,2.0,4.0,0.509,0.482,1.3,2.2,0.608,1.1,4.4,5.5,1.2,0.7,1.0,1.5,2.8,7.7,3073800.0
96,Ian Clark,SG,26.0,NOP,74.0,2.0,19.7,3.0,6.7,0.448,0.8,2.6,0.318,2.2,4.1,0.5329999999999999,0.511,0.6,0.8,0.763,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,7.4,1577230.0
97,Jordan Clarkson,SG,25.0,TOT,81.0,2.0,23.3,5.3,11.8,0.451,1.4,3.9,0.35200000000000004,3.9,7.9,0.5,0.509,1.9,2.3,0.8,0.7,2.0,2.7,2.7,0.7,0.1,1.6,1.3,13.9,11562500.0
98,Gian Clavell,SG,24.0,DAL,7.0,0.0,9.1,0.9,2.6,0.333,0.9,2.1,0.4,0.0,0.4,0.0,0.5,0.3,0.3,1.0,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,2.9,77250.0
99,Antonius Cleveland,SG,23.0,TOT,17.0,0.0,7.2,0.5,1.2,0.381,0.2,0.2,0.75,0.3,1.0,0.294,0.452,0.2,0.4,0.667,0.2,0.6,0.8,0.1,0.4,0.3,0.4,1.4,1.4,384116.0
100,John Collins,PF,20.0,ATL,74.0,26.0,24.1,4.2,7.4,0.5760000000000001,0.2,0.6,0.34,4.0,6.7,0.598,0.591,1.8,2.5,0.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5,1936920.0
101,Zach Collins,C,20.0,POR,66.0,1.0,15.8,1.7,4.4,0.398,0.5,1.7,0.31,1.2,2.7,0.455,0.458,0.4,0.6,0.643,0.7,2.7,3.3,0.8,0.3,0.5,0.9,2.0,4.4,3057240.0
102,Kyle Collinsworth,SF,26.0,DAL,32.0,2.0,15.0,1.2,3.1,0.384,0.1,0.5,0.235,1.1,2.6,0.415,0.404,0.7,1.3,0.525,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,595702.0
103,Darren Collison,PG,30.0,IND,69.0,64.0,29.2,4.6,9.2,0.495,1.4,3.0,0.468,3.2,6.3,0.508,0.5710000000000001,1.8,2.1,0.882,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,12.4,10000000.0
104,Nick Collison,PF,37.0,OKC,15.0,0.0,5.0,0.9,1.3,0.684,0.0,0.0,,0.9,1.3,0.684,0.684,0.3,0.9,0.385,0.5,0.9,1.3,0.3,0.0,0.0,0.5,0.5,2.1,2328652.0
105,Mike Conley,PG,30.0,MEM,12.0,12.0,31.1,5.3,14.0,0.381,2.0,6.4,0.312,3.3,7.6,0.44,0.452,4.4,5.5,0.8029999999999999,0.0,2.3,2.3,4.1,1.0,0.3,1.5,2.0,17.1,28530608.0
